bill_number,dtg_date,lla_date,vetoed_by_gov,time_to_dtg
senate        Bill S6537A,2012-07-03,2012-06-18,False,15 days
senate        Bill S6544,2012-09-21,2012-06-06,True,107 days
senate        Bill S6547A,2012-08-06,2012-06-19,False,48 days
senate        Bill S6548A,2012-09-21,2012-06-21,False,92 days
senate        Bill S6550B,2012-07-06,2012-06-20,False,16 days
senate        Bill S6553,2012-05-21,2012-05-07,False,14 days
senate        Bill S6554,2012-05-21,2012-05-07,False,14 days
senate        Bill S6566,2012-07-06,2012-06-21,False,15 days
senate        Bill S6576,2012-08-27,2012-06-20,True,68 days
senate        Bill S6578B,2012-07-06,2012-06-20,False,16 days
senate        Bill S6584,2012-09-21,2012-06-04,False,109 days
senate        Bill S6585A,2012-07-20,2012-06-21,False,29 days
senate        Bill S6588,2012-06-22,2012-05-22,False,31 days
senate        Bill S6591A,2012-07-20,2012-06-19,False,31 days
senate        Bill S6602,2012-07-06,2012-06-19,False,17 days
senate        Bill S6606,2012-06-22,2012-06-11,False,11 days
senate        Bill S6608A,2012-08-06,2012-06-18,False,49 days
senate        Bill S6610,2012-03-06,2012-03-05,False,1 days
senate        Bill S6611,2012-07-06,2012-06-14,False,22 days
senate        Bill S6615,2012-07-20,2012-06-20,False,30 days
senate        Bill S6623,2012-06-22,2012-06-11,False,11 days
senate        Bill S6624,2012-07-06,2012-05-31,False,36 days
senate        Bill S6634A,2012-07-20,2012-06-14,False,36 days
senate        Bill S6638,2012-05-07,2012-04-25,False,12 days
senate        Bill S6639,2012-05-21,2012-05-07,False,14 days
senate        Bill S6640,2012-09-21,2012-06-04,False,109 days
senate        Bill S6641,2012-07-20,2012-06-12,False,38 days
senate        Bill S6642A,2012-07-20,2012-05-30,False,51 days
senate        Bill S6644,2012-06-22,2012-06-18,False,4 days
senate        Bill S6647,2012-05-07,2012-04-30,False,7 days
senate        Bill S6653A,2012-07-06,2012-05-16,False,51 days
senate        Bill S6657,2012-07-06,2012-06-05,False,31 days
senate        Bill S6659,2012-05-21,2012-05-16,False,5 days
senate        Bill S6663,2012-09-21,2012-06-04,True,109 days
senate        Bill S6670,2012-07-20,2012-05-07,False,74 days
senate        Bill S6690A,2012-07-06,2012-06-19,False,17 days
senate        Bill S6696,2012-03-15,2012-03-14,False,1 days
senate        Bill S6700,2012-07-06,2012-06-14,False,22 days
senate        Bill S6705,2012-07-06,2012-06-06,False,30 days
senate        Bill S6710A,2012-07-06,2012-06-19,False,17 days
senate        Bill S6715,2012-07-06,2012-06-19,False,17 days
senate        Bill S6719A,2012-07-20,2012-06-20,False,30 days
senate        Bill S6720,2012-07-06,2012-06-19,False,17 days
senate        Bill S6727B,2012-09-21,2012-06-18,False,95 days
senate        Bill S6732,2012-03-15,2012-03-14,False,1 days
senate        Bill S6733,2012-03-15,2012-03-14,False,1 days
senate        Bill S6735,2012-03-15,2012-03-14,False,1 days
senate        Bill S6736,2012-03-15,2012-03-14,False,1 days
senate        Bill S6738A,2012-07-06,2012-06-21,False,15 days
senate        Bill S6740B,2012-07-20,2012-06-14,False,36 days
senate        Bill S6751A,2012-12-05,2012-06-19,False,169 days
senate        Bill S6755,2012-03-21,2012-03-18,False,3 days
senate        Bill S6762A,2012-12-05,2012-06-19,False,169 days
senate        Bill S6763,2012-07-06,2012-06-04,False,32 days
senate        Bill S6768,2012-09-21,2012-06-14,True,99 days
senate        Bill S6769B,2012-07-20,2012-06-19,False,31 days
senate        Bill S6770,2012-07-20,2012-06-20,False,30 days
senate        Bill S6771,2012-07-06,2012-06-19,False,17 days
senate        Bill S6774A,2012-07-06,2012-06-13,False,23 days
senate        Bill S6776,2012-07-06,2012-05-30,False,37 days
senate        Bill S6777B,2012-07-06,2012-06-21,False,15 days
senate        Bill S6778,2012-07-06,2012-06-20,False,16 days
senate        Bill S6780,2012-07-06,2012-06-21,False,15 days
senate        Bill S6781,2012-07-06,2012-06-21,False,15 days
senate        Bill S6782B,2012-08-06,2012-06-20,False,47 days
senate        Bill S6785,2012-07-20,2012-05-22,False,59 days
senate        Bill S6788A,2012-07-06,2012-06-19,False,17 days
senate        Bill S6794A,2012-07-06,2012-05-08,False,59 days
senate        Bill S6799,2012-09-21,2012-06-20,False,93 days
senate        Bill S6800,2012-07-20,2012-06-06,False,44 days
senate        Bill S6801A,2012-07-06,2012-06-18,False,18 days
senate        Bill S6802,2012-07-20,2012-05-14,False,67 days
senate        Bill S6806,2012-09-21,2012-06-05,True,108 days
senate        Bill S6810B,2012-08-06,2012-06-21,False,46 days
senate        Bill S6811A,2012-06-22,2012-06-21,False,1 days
senate        Bill S6812A,2012-07-20,2012-06-04,False,46 days
senate        Bill S6814,2012-06-22,2012-06-20,False,2 days
senate        Bill S6821,2012-07-06,2012-06-04,False,32 days
senate        Bill S6826A,2012-07-20,2012-06-19,False,31 days
senate        Bill S6830,2012-03-30,2012-03-29,False,1 days
senate        Bill S6834A,2012-07-20,2012-06-18,False,32 days
senate        Bill S6841,2012-05-07,2012-05-02,False,5 days
senate        Bill S6843A,2012-07-20,2012-05-30,False,51 days
senate        Bill S6846,2012-05-21,2012-05-08,False,13 days
senate        Bill S6847,2012-07-06,2012-06-20,False,16 days
senate        Bill S6848,2012-07-06,2012-06-14,False,22 days
senate        Bill S6854B,2012-08-27,2012-06-18,False,70 days
senate        Bill S6858,2012-07-20,2012-05-21,False,60 days
senate        Bill S6864A,2012-07-20,2012-06-14,False,36 days
senate        Bill S6867,2012-06-22,2012-05-30,False,23 days
senate        Bill S6868,2012-12-05,2012-06-21,True,167 days
senate        Bill S6870,2012-05-31,2012-05-30,False,1 days
senate        Bill S6871,2012-08-06,2012-06-19,False,48 days
senate        Bill S6873,2012-07-06,2012-06-19,False,17 days
senate        Bill S6897,2012-07-20,2012-06-19,False,31 days
senate        Bill S6898,2012-07-06,2012-06-21,False,15 days
senate        Bill S6899,2012-08-06,2012-06-14,False,53 days
senate        Bill S6900,2012-07-20,2012-06-21,False,29 days
senate        Bill S6901,2012-06-25,2012-06-14,False,11 days
senate        Bill S6905,2012-07-20,2012-06-21,False,29 days
senate        Bill S6913,2012-07-06,2012-06-14,False,22 days
senate        Bill S6914B,2012-07-06,2012-06-18,False,18 days
senate        Bill S6921C,2012-08-06,2012-06-19,False,48 days
senate        Bill S6923A,2012-08-06,2012-06-20,False,47 days
senate        Bill S6929,2012-07-06,2012-06-06,False,30 days
senate        Bill S6932,2012-08-06,2012-06-20,False,47 days
senate        Bill S6943A,2012-12-05,2012-06-21,False,167 days
senate        Bill S6944,2012-06-28,2012-06-20,False,8 days
senate        Bill S6948,2012-08-06,2012-06-21,False,46 days
senate        Bill S6950,2012-07-06,2012-06-12,False,24 days
senate        Bill S6960,2012-05-07,2012-04-25,False,12 days
senate        Bill S6962,2012-07-20,2012-06-20,False,30 days
senate        Bill S6967A,2012-07-03,2012-06-20,False,13 days
senate        Bill S6970,2012-08-06,2012-05-30,False,68 days
senate        Bill S6972,2012-07-06,2012-05-31,False,36 days
senate        Bill S6977,2012-07-20,2012-05-31,False,50 days
senate        Bill S6978,2012-07-06,2012-06-20,False,16 days
senate        Bill S6980,2012-07-20,2012-06-21,False,29 days
senate        Bill S6983,2012-07-20,2012-06-21,False,29 days
senate        Bill S6986,2012-08-06,2012-06-14,False,53 days
senate        Bill S6988A,2012-07-20,2012-06-14,False,36 days
senate        Bill S6996,2012-12-05,2012-06-20,True,168 days
senate        Bill S6997A,2012-07-06,2012-06-14,False,22 days
senate        Bill S6999B,2012-07-06,2012-06-21,False,15 days
senate        Bill S7000A,2012-07-06,2012-06-14,False,22 days
senate        Bill S7001A,2012-08-06,2012-06-21,False,46 days
senate        Bill S7002,2012-09-21,2012-06-20,False,93 days
senate        Bill S7007A,2012-07-06,2012-06-14,False,22 days
senate        Bill S7008A,2012-07-06,2012-06-14,False,22 days
senate        Bill S7013C,2012-09-21,2012-06-20,False,93 days
senate        Bill S7014,2012-08-06,2012-06-20,False,47 days
senate        Bill S7015,2012-07-06,2012-06-21,False,15 days
senate        Bill S7019,2012-07-17,2012-06-18,False,29 days
senate        Bill S7021A,2012-07-20,2012-06-21,False,29 days
senate        Bill S7027,2012-06-22,2012-06-19,False,3 days
senate        Bill S7031A,2012-09-21,2012-06-19,False,94 days
senate        Bill S7032A,2012-07-03,2012-06-20,False,13 days
senate        Bill S7035,2012-07-06,2012-05-22,False,45 days
senate        Bill S7037,2012-07-20,2012-06-13,False,37 days
senate        Bill S7047B,2012-07-06,2012-06-19,False,17 days
senate        Bill S7048B,2012-07-06,2012-06-19,False,17 days
senate        Bill S7049,2012-08-27,2012-06-19,False,69 days
senate        Bill S7050,2012-08-06,2012-06-18,False,49 days
senate        Bill S7059A,2012-07-20,2012-06-12,False,38 days
senate        Bill S7062,2012-07-06,2012-06-06,False,30 days
senate        Bill S7071B,2012-07-20,2012-06-21,False,29 days
senate        Bill S7074A,2012-08-06,2012-06-21,False,46 days
senate        Bill S7078B,2012-07-20,2012-06-19,False,31 days
senate        Bill S7083,2012-07-20,2012-06-05,True,45 days
senate        Bill S7092,2012-09-21,2012-06-19,False,94 days
senate        Bill S7103A,2012-09-21,2012-06-20,False,93 days
senate        Bill S7106,2012-07-06,2012-05-23,False,44 days
senate        Bill S7120A,2012-08-06,2012-06-21,False,46 days
senate        Bill S7123,2012-07-06,2012-06-12,False,24 days
senate        Bill S7125,2012-07-20,2012-06-21,False,29 days
senate        Bill S7131,2012-06-22,2012-06-20,False,2 days
senate        Bill S7146,2012-07-06,2012-06-21,False,15 days
senate        Bill S7175,2012-07-20,2012-06-21,False,29 days
senate        Bill S7187B,2012-07-20,2012-06-14,False,36 days
senate        Bill S7189,2012-08-06,2012-06-20,False,47 days
senate        Bill S7190A,2012-07-20,2012-06-18,False,32 days
senate        Bill S7191,2012-08-06,2012-06-21,False,46 days
senate        Bill S7207,2012-07-06,2012-06-18,False,18 days
senate        Bill S7209,2012-09-21,2012-06-21,True,92 days
senate        Bill S7213,2012-07-06,2012-05-23,False,44 days
senate        Bill S7214,2012-07-06,2012-06-14,False,22 days
senate        Bill S7216,2012-07-20,2012-06-21,False,29 days
senate        Bill S7218A,2012-07-06,2012-06-18,False,18 days
senate        Bill S7220A,2012-07-06,2012-06-19,False,17 days
senate        Bill S7239,2012-09-21,2012-06-19,True,94 days
senate        Bill S7241,2012-12-05,2012-06-12,True,176 days
senate        Bill S7244A,2012-07-20,2012-06-18,False,32 days
senate        Bill S7246,2012-07-20,2012-06-20,False,30 days
senate        Bill S7251B,2012-07-20,2012-06-20,False,30 days
senate        Bill S7252,2012-07-20,2012-06-20,False,30 days
senate        Bill S7255C,2012-07-20,2012-06-20,False,30 days
senate        Bill S7256A,2012-08-06,2012-06-21,False,46 days
senate        Bill S7268A,2012-07-06,2012-06-13,False,23 days
senate        Bill S7275,2012-08-06,2012-06-18,False,49 days
senate        Bill S7277A,2012-08-06,2012-06-06,False,61 days
senate        Bill S7278A,2012-07-20,2012-06-19,False,31 days
senate        Bill S7291,2012-06-26,2012-06-19,False,7 days
senate        Bill S7306B,2012-08-06,2012-06-20,False,47 days
senate        Bill S7307,2012-08-06,2012-06-20,False,47 days
senate        Bill S7312B,2012-12-05,2012-06-21,False,167 days
senate        Bill S7314A,2012-07-06,2012-06-20,False,16 days
senate        Bill S7320A,2012-07-06,2012-06-18,False,18 days
senate        Bill S7322A,2012-07-06,2012-06-19,False,17 days
senate        Bill S7323A,2012-07-20,2012-06-20,False,30 days
senate        Bill S7327,2012-07-20,2012-06-21,False,29 days
senate        Bill S7340,2012-09-21,2012-06-19,False,94 days
senate        Bill S7343,2012-07-20,2012-06-20,True,30 days
senate        Bill S7378A,2012-09-21,2012-06-11,False,102 days
senate        Bill S7384A,2012-09-21,2012-06-20,False,93 days
senate        Bill S7389,2012-06-06,2012-06-06,False,0 days
senate        Bill S7396,2012-07-20,2012-06-18,False,32 days
senate        Bill S7405,2012-07-20,2012-06-18,False,32 days
senate        Bill S7408,2012-06-22,2012-06-14,False,8 days
senate        Bill S7416,2012-07-06,2012-06-21,False,15 days
senate        Bill S7418,2012-05-21,2012-05-15,False,6 days
senate        Bill S7424,2012-08-06,2012-06-20,False,47 days
senate        Bill S7427A,2012-07-06,2012-06-20,False,16 days
senate        Bill S7435,2012-07-06,2012-06-21,False,15 days
senate        Bill S7436,2012-07-20,2012-06-12,False,38 days
senate        Bill S7442A,2012-07-06,2012-06-18,False,18 days
senate        Bill S7443,2012-08-06,2012-06-21,True,46 days
senate        Bill S7446,2012-07-20,2012-06-13,False,37 days
senate        Bill S7453,2012-07-06,2012-06-13,False,23 days
senate        Bill S7454,2012-07-06,2012-06-20,False,16 days
senate        Bill S7456B,2012-07-20,2012-06-21,False,29 days
senate        Bill S7458,2012-07-06,2012-06-12,False,24 days
senate        Bill S7462,2012-08-06,2012-06-19,False,48 days
senate        Bill S7467,2012-09-21,2012-06-20,False,93 days
senate        Bill S7469,2012-07-06,2012-06-20,False,16 days
senate        Bill S7471,2012-08-06,2012-06-21,True,46 days
senate        Bill S7475A,2012-12-05,2012-06-21,False,167 days
senate        Bill S7476,2012-07-20,2012-06-12,True,38 days
senate        Bill S7477,2012-07-06,2012-06-21,False,15 days
senate        Bill S7484A,2012-08-06,2012-06-21,False,46 days
senate        Bill S7485A,2012-12-05,2012-06-18,False,170 days
senate        Bill S7488,2012-07-06,2012-06-21,False,15 days
senate        Bill S7490,2012-06-22,2012-05-31,False,22 days
senate        Bill S7493A,2012-08-06,2012-06-19,False,48 days
senate        Bill S7498,2012-07-20,2012-06-21,False,29 days
senate        Bill S7500,2012-07-06,2012-06-21,False,15 days
senate        Bill S7501,2012-06-22,2012-06-18,False,4 days
senate        Bill S7502,2012-07-06,2012-06-21,False,15 days
senate        Bill S7505,2012-07-20,2012-06-18,False,32 days
senate        Bill S7506,2012-08-27,2012-06-21,False,67 days
senate        Bill S7509,2012-07-20,2012-06-19,False,31 days
senate        Bill S7510,2012-07-20,2012-06-19,False,31 days
senate        Bill S7513,2012-07-06,2012-06-19,False,17 days
senate        Bill S7514A,2012-09-21,2012-06-18,False,95 days
senate        Bill S7517,2012-07-20,2012-06-20,False,30 days
senate        Bill S7519A,2012-07-06,2012-06-20,False,16 days
senate        Bill S7520,2012-07-20,2012-06-18,False,32 days
senate        Bill S7522A,2012-07-20,2012-06-21,False,29 days
senate        Bill S7524,2012-07-06,2012-06-20,False,16 days
senate        Bill S7525,2012-12-05,2012-06-21,True,167 days
senate        Bill S7526,2012-07-06,2012-06-21,False,15 days
senate        Bill S7531,2012-07-20,2012-06-21,False,29 days
senate        Bill S7532,2012-07-20,2012-06-21,False,29 days
senate        Bill S7537A,2012-07-20,2012-06-19,False,31 days
senate        Bill S7538,2012-07-20,2012-06-18,False,32 days
senate        Bill S7548,2012-08-06,2012-06-20,False,47 days
senate        Bill S7552,2012-07-06,2012-06-21,False,15 days
senate        Bill S7553,2012-07-20,2012-06-21,False,29 days
senate        Bill S7555,2012-07-06,2012-06-14,False,22 days
senate        Bill S7559,2012-07-06,2012-06-21,False,15 days
senate        Bill S7567A,2012-08-06,2012-06-13,False,54 days
senate        Bill S7569,2012-07-20,2012-06-19,False,31 days
senate        Bill S7579,2012-09-21,2012-06-21,False,92 days
senate        Bill S7587B,2012-09-21,2012-06-21,False,92 days
senate        Bill S7589A,2012-09-21,2012-06-19,False,94 days
senate        Bill S7592A,2012-07-06,2012-06-21,False,15 days
senate        Bill S7593,2012-07-20,2012-06-19,False,31 days
senate        Bill S7594,2012-08-06,2012-06-14,False,53 days
senate        Bill S7595A,2012-08-06,2012-06-21,False,46 days
senate        Bill S7596,2012-07-06,2012-06-14,False,22 days
senate        Bill S7600,2012-07-20,2012-06-19,False,31 days
senate        Bill S7601,2012-07-06,2012-06-19,False,17 days
senate        Bill S7602,2012-08-06,2012-06-19,False,48 days
senate        Bill S7605,2012-08-06,2012-06-14,False,53 days
senate        Bill S7607,2012-07-06,2012-06-19,False,17 days
senate        Bill S7608,2012-06-22,2012-06-19,False,3 days
senate        Bill S7611A,2012-08-06,2012-06-21,False,46 days
senate        Bill S7613,2012-07-06,2012-06-19,False,17 days
senate        Bill S7614,2012-07-06,2012-06-18,False,18 days
senate        Bill S7617,2012-07-06,2012-06-20,False,16 days
senate        Bill S7621,2012-07-20,2012-06-19,False,31 days
senate        Bill S7631B,2012-07-03,2012-06-21,False,12 days
senate        Bill S7637,2012-08-27,2012-06-11,False,77 days
senate        Bill S7638,2012-10-15,2012-06-12,False,125 days
senate        Bill S7640A,2012-06-22,2012-06-20,False,2 days
senate        Bill S7641B,2012-12-05,2012-06-21,False,167 days
senate        Bill S7645,2012-06-22,2012-06-18,False,4 days
senate        Bill S7647,2012-08-06,2012-06-21,False,46 days
senate        Bill S7651,2012-07-20,2012-06-21,False,29 days
senate        Bill S7652,2012-09-21,2012-06-18,False,95 days
senate        Bill S7672,2012-07-06,2012-06-21,False,15 days
senate        Bill S7674,2012-07-03,2012-06-21,False,12 days
senate        Bill S7677,2012-07-20,2012-06-21,False,29 days
senate        Bill S7682,2012-08-06,2012-06-21,False,46 days
senate        Bill S7690,2012-07-20,2012-06-19,False,31 days
senate        Bill S7695,2012-07-06,2012-06-20,False,16 days
senate        Bill S7704,2012-07-20,2012-06-21,False,29 days
senate        Bill S7705A,2012-12-05,2012-06-21,True,167 days
senate        Bill S7706A,2012-07-06,2012-06-21,False,15 days
senate        Bill S7707,2012-07-06,2012-06-21,False,15 days
senate        Bill S7711,2012-08-06,2012-06-21,False,46 days
senate        Bill S7713,2012-07-06,2012-06-21,False,15 days
senate        Bill S7718A,2012-07-06,2012-06-21,False,15 days
senate        Bill S7720,2012-08-06,2012-06-19,False,48 days
senate        Bill S7721,2012-12-05,2012-06-21,True,167 days
senate        Bill S7722A,2012-07-20,2012-06-21,True,29 days
senate        Bill S7727,2012-07-17,2012-06-20,False,27 days
senate        Bill S7728,2012-07-17,2012-06-19,False,28 days
senate        Bill S7731,2012-08-06,2012-06-21,False,46 days
senate        Bill S7739,2012-07-03,2012-06-21,False,12 days
senate        Bill S7740,2012-07-09,2012-06-18,False,21 days
senate        Bill S7742,2012-08-27,2012-06-19,False,69 days
senate        Bill S7744,2012-09-27,2012-06-20,False,99 days
senate        Bill S7747,2012-07-06,2012-06-20,False,16 days
senate        Bill S7749,2012-12-05,2012-06-20,False,168 days
senate        Bill S7751,2012-07-20,2012-06-21,False,29 days
senate        Bill S7752,2012-07-06,2012-06-21,False,15 days
senate        Bill S7753,2012-07-20,2012-06-21,False,29 days
senate        Bill S7756,2012-08-06,2012-06-20,False,47 days
senate        Bill S7757,2012-08-06,2012-06-21,False,46 days
senate        Bill S7766,2012-07-20,2012-06-20,False,30 days
senate        Bill S7775,2012-07-20,2012-06-21,False,29 days
senate        Bill S7782,2012-08-06,2012-06-21,True,46 days
senate        Bill S7787,2012-12-05,2012-06-21,True,167 days
senate        Bill S7788,2012-09-21,2012-06-21,False,92 days
senate        Bill S7790,2012-08-27,2012-06-21,False,67 days
senate        Bill S7792,2012-06-22,2012-06-21,False,1 days
senate        Bill S7800,2012-08-06,2012-06-21,False,46 days
senate        Bill S7812,2012-09-21,2012-06-21,True,92 days
